category	subCategory	name	scientificName	latinName	tradeMarkName	ingredientProductTypes	amount	potency	cost	suggestedOverage	gummyOverage	primary	secondary	tertiary	manufacturingCountry	originCountry	shelfLife	bulkDensity	tappedDensity	avergageParticleSize	lossOnDrying	arsenic	cadmium	lead	mercury	celery	custaceans	egg	fish	gluten	lupin	milk	molluscs	mustard	peanut	sesameSeeds	shellfish	soy	sulphites	treeNuts	wheat	vegan	non_gmo	kosher	gluten_Free	organic	moisture	calories	protein	carbohydrates	dietaryFiber	totalSugars	addedSugar	totalFat	saturatedFat	monounsaturatedFat	polyunsaturatedFat	transFat	cholesterol	sodium	vitaminA	vitaminC	vitaminD	vitaminE	vitamink	vitaminK2	thiamin	riboflavin	niacin	vitaminB6	folicAcid	vitaminB12	biotin	pantothenicAcid	choline	calcium	iron	phosphorus	iodine	magnesium	zinc	selenium	copper	manganese	chromium	molybdenum	chloride	potassium	boron
Specialty	Immune Health	Dihydromyricetin 98%	Ampelopsis Grossedentata	Dihydromyricetin (Ampelopsis grossendentata)		C,T,P,G	1	0.98	145	0.98	0.95					China	24	0.5		80	5	<=0.5	<=0.5	<=0.5	<=0.5	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Sweeteners	Natural Sweeteners	D-Xylose	D-Xylose	D-Xylose		T,P,G	1	0.985	5	0.98	0.98					China	24					<=0.5		<=0.5		F		F	F	F	F	F	F	F	F	F		F	F	F	F	Y	Y	Y																																													
Herbs	Immune Health	Elderberry Extract Powder 5:1 (Organic)	Sambucus Nigra	Organic Elderberry (Sambucus nigra) (5:1 Concentrate) (fruit)		C,T,P,G	1	1	11	0.98	0.95					China	36	0.4		80	5	<=0.5	<=0.3	<=1	<=0.1		F	F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Digestive Health	Euglena Powder	Euglena Gracilis	Euglena Powder		C,T,P,G	1	1	95	1	1					China	24				5	<=0.5	<=0.05	<=0.5	<=0.05	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Vitamins	Women's Health	Folic Acid USP	Folic Acid USP	Folic Acid		C,T,P,G	1	0.97	59.75	0.8	0.2					China	24				8	<=0.5	<=0.5	<=0.5	<=0.1			F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Digestive Health	Ginger Root Powder Pb0.5 (0.5% Gingerols, Organic)	Zingiber Officinale	Ginger Root (Zingiber officinale) (Standardized Extract (0.5% Gingerol), Organic		C,T,P,G	1	0.005	5	0.98	0.95					China	24			60	8	<=0.5	<=1	<=0.5	<=0.01	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Herbs	Digestive Health	Ginger Root Powder Pb0.5 (1% Gingerols, Organic)	Zingiber Officinale	Ginger Root ((Zingiber officinale) (Standardized Extract (1% Gingerol)), Organic		C,T,P,G	100	0.01	7.6	0.98	0.95					China	24			60	8	<=0.5	<=1	<=0.5	<=0.01	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y				391	2.3	93				0.6																																			
Herbs	Brain Health	Ginkgo Biloba Extract Powder 4:1 Polysaccharides 20% (Organic)	Ginkgo Biloba	Organic Ginkgo Biloba Leaf Extract Powder (Standardized to contain min. 20% Polysaccharides)		C,T,P,G	1	0.2	23.4	0.98	0.95					China	36			80	5	<=0.5	<=0.3	<=1	<=0.1		F	F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Fruits	Vitality	Goji Powder (Organic)	Lycium Barbarum	Organic Goji Berry Powder		C,T,P,G	1	1	9.9	1	1					China	24			40	5	<=0.5	<=0.5	<=0.5	<=0.01	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Diet	Gymnema Sylvestre P.E. 25%	Gymnema Sylvestre	Gymnema Sylvestre (PE 25%) Extract		C,T,P	1	0.25	18	0.98						India	36	0.4		40	5	<=0.5	<=1	<=2	<=0.5	F	F	F	F	F	F	F	F	F	F	F		F	F	F		Y	Y	Y																																													
Carbohydrate	Filler	High Fructose Corn Syrup HFCS-55	High Fructose Corn Syrup	High Fructose Corn Syrup		P	100	1	1.95	1						China	12					<=0.5		<=0.5		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y				315	0	77	0	77		0.1	0	0	0	0	0		0	0		0			0	0	0	0		0				0	0			0	0							0	
Specialty	HSN (Hair, Skin, Nails)	Hydrolyzed Keratin Peptide	Hydrolyzed Keratin Peptide	Hydrolyzed Keratin Peptide		C,T,P,G	1	0.9	50	0.98	0.95					China	36				7	<=0.5	<=0.1	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	N	Y																																														
Vitamins	General Health	Inositol USP/FCC	Inositol USP/FCC	Inositol		C,T,P,G	1	0.97	35	0.95	0.95					China	48				0.5	<=0.5	<=0.005	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F																																																
Amino Acid	Heart Health	L-Arginine Base (Fermentation)	L-Arginine Base	L-Arginine		C,T,P,G	1	0.985	7.5	0.98	0.95					China	36				0.5	<=0.5	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Amino Acid	Muscle Health	L-Citrulline	L-Citrulline	L-Citrulline		C,T,P,G	1	0.98	10.9	0.98	0.95					China	24				0.2	<=0.5	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Amino Acid	Muscle Health	L-Citrulline DL-Malate 1:1	L-Citrulline DL-Malate	L-Citrulline DL-Malate		C,T,P,G	1	0.555	13	0.98	0.95					Indonesia	24				0.3	<=0.5	<=0.5	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	Y		Y																																													
Amino Acid	Immune Health	L-Cysteine	L-Cysteine	L-Cysteine		C,T,P,G	1	0.985	12	0.98	0.95					China	36				0.2	<=0.5	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Amino Acid	Immune Health	L-Cysteine HCI Anhydrous	L-Cysteine	L-Cysteine HCI Anhydrous		C,T,P,G	1	0.98	10	0.98	0.95					China	36			80	2	<=0.5	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Amino Acid	Immune Health	L-Cysteine HCI Monohydrate	L-Cysteine	L-Cysteine HCI Monohydrate		C,T,P,G	1	0.985	9.6	0.98	0.95					China	24					<=0.5	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Fruits	Antioxidant	Lemon Powder (Organic)	Citrus Limon	Organic Lemon Powder		C,T,P,G	1	1	11.6	1	1					China	24			40	5	<=0.5	<=0.5	<=0.5	<=0.01	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Amino Acid	Antioxidant	L-Glutathione Reduced Powder	L-Glutathione	L-Glutathione		C,T,P,G	1	0.98	165	0.98	0.95					India	24				0.5	<=0.5	<=0.5	<=1	<=1.5	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Amino Acid	Healthy Aging	L-Histidine HCL (Fermented)	L-Histidine HCL	L-Histidine HCL		C,T,P,G	1	0.985	50	0.98	0.95					Indonesia	36				0.2	<=0.5	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	Y																																															
Amino Acid	Muscle Health	L-Leucine Regular	L-Leucine	L-Leucine		C,T,P,G	1	0.95	9.4	0.98	0.95					China	36				0.2	<=0.5	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	N		Y																																													
Minerals	Bone Health	Magnesium 3-Hydroxybutyrate	Magnesium Hydroxybutyrate	Magnesium Hydroxybutyrate		C,T,P,G	1	0.1	10	0.98	0.95					China	24				5	<=0.5	<=0.5	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F		F		F				Y																																													
Sweeteners	Natural Sweeteners	Malitol	Malitol	Malitol		P,G	1	1	3	1	1					China	24					<=0.5		<=0.5		F		F	F	F	F	F	F	F	F	F		F	F	F	F			Y																																													
Excipients	Filler	Maltodextrin DE5-7	Maltodextrin DE5-8	Maltodextrin		P,G	1	1	4	1	1					China	24				6	<=0.5		<=0.5		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Specialty	Joint Health	Marine Collagen	Marine Collagen	Marine Collagen		P	1	0.9	15.5	1						China	36			60	7	<=0.5	<=0.1	<=0.5	<=0.1	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Sweeteners	Natural Sweeteners	Monk Fruit 50% MV	Siraitia Grosvenorii	Monk Fruit Extract (Siraitia grosvenorii) 50% Mogroside V		P,G	1	0.5	250	1	1					China	24			80		<=0.5	<=1	<=1	<=0.1	F	F	F	F	F		F	F		F	F		F	F	F	F		Y																																														
Sweeteners	Natural Sweeteners	Monk Fruit Extract 25% Mogroside V	Siraitia Grosvenorii	Monk Fruit Extract (Siraitia grosvenorii) 25% Mogroside V		P,G	1	0.25	228	1	1					China	36			80	5	<=0.5	<=0.5	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Sweeteners	Natural Sweeteners	Monk Fruit Extract 25% Mogroside V (Organic)	Siraitia Grosvenorii	Monk Fruit Extract (Siraitia grosvenorii) 25% Mogroside V, Organic		P,G	1	0.25	209	1	1					China	36			80	5	<=0.5	<=0.5	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Sweeteners	Natural Sweeteners	Monk Fruit Extract 40% Mogroside V	Siraitia Grosvenorii	Monk Fruit Extract (Siraitia grosvenorii) 40% Mogroside V		P,G	1	0.4	289	1	1					China	36			80	5	<=0.5	<=0.5	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Sweeteners	Natural Sweeteners	Monk Fruit Extract 50% Mogroside V (Organic)	Siraitia Grosvenorii	Monk Fruit Extract (Siraitia grosvenorii) 50% Mogroside V, organic		P,G	1	0.5	418	1	1					China	36			80	5	<=0.5	<=0.5	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Excipients	Preservative	MonoNa Glutamate Powder	MonoNa Glutamate	Monosodium Glutamate		P	1	0.99	4.75	1						India	36				0.5	<=0.5		<=1				F	F			F		F			F	F	F	F	F		Y																																														
Herbs	Brain Health	Mucuna Pruriens Extract 15%	Mucuna Pruriens	Mucuna Pruriens Extract		C,T,P,G	1	0.15	19	0.98	0.95					India	36	0.5		40	5	<=0.5	<=1	<=2	<=0.5	F	F	F	F	F	F	F	F	F	F	F		F	F	F		Y	Y																																														
Specialty	Joint Health	N-Acetyl D-Glucosamine	N-Acetyl D-Glucosamine	N-Acetyl D-Glucosamine		C,T,P,G	1	0.98	23	1	1					China	24	0.3		80	0.5	<=0.5	<=1	<=3	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Herbs	Vitality	Nigella Sativa Extract 5:1	Nigella Sativa	Nigella Sativa Extract		C,T,P,G	1	1	14	0.98	0.95					India	36	0.5		40	5	<=0.5	<=1	<=2	<=0.5	F	F	F	F	F	F	F	F	F	F	F		F	F	F		Y	Y	Y																																													
Herbs	Energy	Panax Ginseng Extract Powder 20% Ginsenosides UV	Panax Ginseng	Panax Ginseng Extract 20% Ginsenosides		C,T,P,G	1	0.2	52.3	0.98	0.95					China	36	0.3		80	5	<=0.5	<=0.3	<=1	<=0.1		F	F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Energy	Panax Ginseng Extract Powder 4:1, 1% Ginsenosides HPLC	Panax Ginseng	Panax Ginseng Extract 1% Ginsenosides		C,T,P,G	1	0.01	17.3	0.98	0.95					China	36	0.5	0.7	80	5	<=0.5	<=0.2	<=1	<=0.1		F	F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Energy	Panax Ginseng Extract Powder Ginsenosides 45% HPLC, 80% UV	Panax Ginseng	Panax Ginseng Extract 45% Ginsenosides		C,T,P,G	1	0.45	222.3	0.98	1					China	36	0.5	0.7	80	5	<=0.5	<=0.1	<=1	<=0.2		F	F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Fruits	Heart Health	Pomegranate Juice Powder (Organic)	Punica Granatum	Organic Pomegranate Juice Powder (Punica granatum)		C,T,P,G	1	1	13.8	1	1					China	36			80		<=0.5	<=0.5	<=0.5	<=0.01	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Vegetables	Heart Health	Red Beet Root Powder (Organic) (Powder Applications)	Beta vulgaris	Organic Beet Root Powder (Beta vulgaris)		C,T,P,G	100	1	5.5	1	1					China	24			40		<=0.5	<=0.2	<=0.2	<=0.01	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y				359	8.5	81	18.4			0.2	0.1	0	0	0		462																140	4											2340	
Excipients	Thickening Agent	Tapioca Starch Native	Native Tapioca Starch	Native Tapioca Starch		P,G	100	1	1.45	1	1					Thailand	24					<=0.5	<=0.05	<=0.1	<=0.01	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y				345	0	86	0.5	0		0	0				0	60																38	0.2												
Herbs	General Health	Wheatgrass Powder (Organic)	Triticum aestivum	Organic Whole Leaf Wheat Grass Powder (Triticum aestivum)		P	100	1	21.05	1						United States	24			80	8	<=0.5	<=1	<=0.4	<=0.05		F	F	F	F		F		F	F	F	F	F	F	F		Y	Y	Y				345	28	54	43	7.1		1.7	0.65			0.1	0.1	191		115		1.4						11.4	40		12.7			403	16.4				2.2							3552	
Sweeteners	Natural Sweeteners	Glucose Syrup	Glucose Syrup	Glucose Syrup		G	100	0.8	1.95	1	1					China	12					<=0.5		<=0.5		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y	Y			305	1.2	80		80																																					
Sweeteners	Natural Sweeteners	Maltitol	Maltitol	Maltitol		G	1	1	4	1	1					China	24			30		<=0.5		<=0.5		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y	Y																																												
Specialty	Antioxidant	Spirulina Powder (Organic)	Arthrospira Platensis	Organic Spirulina (Arthrospira platensis)		C,T,P,G	1	0.6	6.68	1	1					China	24					<=0.6	<=0.1	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Fruits	Antioxidant	Acerola Powder (Freeze Dried, Organic)	Malpighia emarginata	Freeze-Dried Organic Acerola (Malpighia glabra)		C,T,P,G	100	1	81.25	1	1					Brazil						<=1	<=1	<=3	<=0.1	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F		Y	Y				362	7.6	79	8.2	33		1.7	0					18		12000																											
Herbs	Heart Health	Apocynum Venetum Extract 10:1	Apocynum Venetum	Apocynum Venetum 10:1 Extract		C,T,P	1	1	22	0.98						China	36			80	5%	<=1	<=1	<=3	<=0.1			F	F						F		F	F		F	F		Y																																														
Herbs	Immune Health	Astragalus Extract Powder 30% Polysaccharides (Organic)	Astragalus Membranaceus	Organic Astragalus Extract Powder (Astragalus membranaceus) (std. to 30% Polysaccharides)		C,T,P,G	1	0.3	31.2	0.98	0.95					China	36			80	5	<=1	<=1	<=1	<=0.1		F	F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Fruits	Digestive Health	Banana Powder (Organic)	Musa Paradisiaca	Organic Banana Powder (Musa paradisiaca) (Fruit)		C,T,P,G	1	1	9	1	1					China	24			80	5	<=1		<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	General Health	Black Tea Powder Instant	Camellia Sinensis	Instant Black Tea (Camellia sinensis) Powder		P,G	1	0.85	29.99	1	1					China	24			80	7	<=1	<=1	<=0.5	<=0.3	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Fruits	Eye Health	Blueberry Extract Powder 4:1 (Organic)	Vaccinium Spp.	Organic Blueberry Extract Powder 4:1 (Vaccinium Spp.) (Fruit)		C,T,P,G	1	1	13.6	0.98	0.95					China	36			80	5	<=1	<=1	<=1	<=0.1		F	F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Specialty	Energy	Caffeine 98% Natural (From Tea, Organic)	Camellia Sinensis	Natural Caffeine [from 98% Organic Tea (camellia sinensis)]		P,G	1	0.98	89	1	1					United States	60				0.5	<=1	<=1	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F			Y																																													
Minerals	Bone Health	Calcium (Dicalcium Phosphate Dihydrate) Powder	Dicalcium Phosphate Dihydrate	Calcium (as Dicalcium Phosphate Dihydrate)		C,T,P,G	1	0.2	3.3	0.98	0.95					China	24					<=1	<=1	<=1	<=1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Minerals	Immune Health	Calcium Ascorbate (Ca 9.4%) Chelamax®	Calcium Ascorbate	Chelamax® Calcium Ascorbate	Chelamax® Calcium Ascorbate	C,T,P,G	1	0.09	20.75	0.98	0.95	Innophos				China	24					<=1	<=1	<=0.5	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y	Y																																												
Vegetables	Eye Health	Carrot Powder (Organic)	Caucus Carota	Organic Carrot Powder (Caucus carota)		C,T,P,G	1	1	6.2	1	1					China	24			80	8	<=1	<=1	<=1	<=1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Fibers	Prebiotic	Chicory Root Powder (Organic)	Cichorium Intybus	Organic Chicory Root Powder (Cichorium Intybus)		C,T,P,G	1	0.9	3.75	1	1					China	24			80	5	<=1		<=2	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Minerals	Glucose Management	Chromium Picolinate (Cr 12%)Chelamax®	Chromium Picolinate	Chelamax® Chromium Picolinate	Chelamax® Chromium Picolinate	C,T,P,G	1	0.12	213.95	0.98	0.95	Innophos				United States	36					<=1	<=0.5	<=0.5	<=1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y	Y																																												
Specialty	Digestive Health	Coconut Water Powder (Mineralized)	Cocos Nucifera	Coconut Water Powder (Cocos nucifera) (Fruit)		C,T,P,G	1	1	9.8	1	1					India	24	0.6	0.9	40	5	<=1	<=1	<=1	<=0.1	F		F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Mushrooms	General Health	Cordyceps Militaris 8:1 Extract (Organic)	Cordyceps Militaris	Organic Cordyceps 8:1 Extract (Cordyceps militaris)		C,T,P,G	1	1	117	0.98	0.95					China	36			100	7	<=1	<=1	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Anti-Inflammatory	Curcuminoids 40% Powder	Curcuma Longa L.	Curcumin (Curcuma longa) (root) (standardized to 40% curcuminoids)		C,T,P,G	1	0.4	85	0.98	0.95					China	60			80	5	<=1	<=1	<=2	<=0.5	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Women's Health	Damiana Leaf Powder	Turnera diffusa	Damiana Leaf Powder (Turnera diffusa)		C,T,P,G	1	1	12.7	1	1					Mexico	36			60	12	<=1	<=1	<=5	<=1	F		F	F	F	F	F		F	F	F	F	F	F	F	F	Y	Y	Y																																													
Amino Acid	General Health	D-Aspartic Acid Granular	D-Aspartic Acid Granular	D-Aspartic Acid		C,T,P,G	1	0.95	20.3	0.98	0.95					China	24	0.5	0.6		1	<=1	<=1	<=0.05	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Digestive Health	Deglycyrrhizinated Licorice Extract	Glycyrrhiza Glabra	Deglycyrrhizinated Licorice (Glycyrrhiza glabra) (root)		C,T,P,G	1	1	11	0.98	0.95					India	24			60	10	<=1	<=0.5	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Anti-Inflammatory	Devil's Claw Root Extract 2.5% Harpagosides HPLC	Harpagophytum Procumbens	Devil's Claw (Harpagophytum procumbens) (root extract)		C,T,P,G	1	0.025	132.67	0.98	0.95					Spain	36				6	<=1	<=1	<=3	<=0.1																		Y																																														
Sweeteners	Natural Sweeteners	Dextrose Anhydrous	Dextrose Anhydrous	Dextrose Anhydrous		P	1	0.99	1.7	1						India	24	0.7	1		2	<=1		<=0.1		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Sweeteners	Natural Sweeteners	Dextrose Monohydrate	Dextrose Monohydrate	Dextrose Monohydrate		P	1	0.99	1.5	1						India	24	0.7	0.9		10	<=1		<=0.1		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Amino Acid	General Health	DL-Phenylalanine	DL-Phenylalanine	DL-Phenylalanine		C,T,P,G	1	0.985	24	0.98	0.95					China	36				0.2	<=1	<=1	<=5	<=1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Specialty	Sports Nutrition	DMAE L-Bitartrate	1,3-Dimethylamylamine	DMAE (Dimethylaminoethanol) bitartrate		C,T,P,G	1	0.99	7.07	0.95	0.95					China	24				0.5	<=1	<=0.1	<=1	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Immune Health	Elderberry Extract 2% Anthocyanins	Sambucus Nigra	Elderberry (Sambucus nigra) (Standardized to 2% anthocyanins) (fruit)		C,T,P	1	0.02	40	0.98						China	36	0.5		80	5	<=1	<=0.5	<=1	<=0.1		F	F	F	F		F		F	F	F	F	F	F	F	F																																																
Herbs	Immune Health	Elderberry Extract 4:1	Sambucus Nigra	Elderberry (Sambucus nigra) (4:1 Concentrate) (fruit)		C,T,P	1	1	10	0.98						China	36	0.5		80	5	<=1		<=3	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Herbs	Immune Health	Elderberry Extract Powder 5%	Sambucus Nigra	Elderberry Extract		C,T,P,G	1	0.05	22.3	0.98	0.95					China	36	0.4		80	7	<=1	<=1	<=2	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Immune Health	Elderberry Juice Powder (Organic)	Sambucus Nigra	Organic Elderberry Fruit Extract		C,T,P,G	1	1	13.9	1	1					China	24			80	8	<=1	<=1	<=1	<=1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Sweeteners	Natural Sweeteners	Erythritol 18-60 Mesh	Erythritol 18-60 Mesh	Erythritol		C,T,P,G	1	1	4.8	1	1					China	24				0.2	<=1		<=1		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	General Health	Evening Primrose Oil Powder 60%	Oenothera Biennis L.	Evening Primrose (Seed) Oil (Oenothera biennis)		C,T,P,G	100	0.6	51.16	0.97	0.97					United States	18	0.4		20	4	<=1	<=1	<=1	<=1		F	F	F			F	F		F	F	F	F		F	F	Y	Y					688	0	37	0	1		60	6	6	48	0	0	4	0	0														9	0			0								5	
Herbs	Eye Health	Eyebright Extract 10:1	Euphrasia Officinalis L.	Eyebright Extract (Euphrasia officinalis)		C,T,P	1	1	144.06	0.98						Bulgaria	36				5	<=1	<=1	<=0.5	<=0.3	F	F	F	F	F	F	F	F	F	F	F		F	F	F		Y	Y																																														
Herbs	Eye Health	Eyebright Extract 4:1	Euphrasia Officinalis L.	Eyebright Extract (Euphrasia officinalis)		C,T,P	1	1	138.74	0.98						Spain	36				6	<=1	<=1	<=3	<=0.1	F	F	F	F	F	F	F	F	F	F	F		F	F	F		Y	Y																																														
Herbs	Men's Health	Fenugreek Extract 20% Saponins	Trigonella Foenum-graecum	Fenugreek Seed Extract (Trigonella foenum-graecum) (standardized to 20% total saponins)		C,T,P,G	1	0.2	18	0.98	0.95					India	36	0.5		40	5	<=1	<=1	<=1	<=1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Men's Health	Fenugreek Extract 4:1	Trigonella Foenum-graecum	Fenugreek Seed Extract (Trigonella foenum-graecum)		C,T,P,G	1	1	16.5	0.98	0.95					India	60	0.4	0.7	40	8	<=1	<=1	<=3	<=0.1	F		F	F	F		F	F		F	F	F	F	F	F	F	Y	Y																																														
Herbs	Men's Health	Fenugreek Extract 50% Saponins	Trigonella Foenum-graecum	Fenugreek Seed Extract (Trigonella foenum-graecum) (standardized to 50% total saponins)		C,T,P,G	1	0.5	25.75	0.98	0.95					India	36	0.5	0.6	40	8	<=1	<=1	<=1	<=0.1	F		F	F	F		F	F		F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Men's Health	Fenugreek P.E. 50%	Trigonella Foenum-graecum	Fenugreek Seed Extract (Trigonella foenum-graecum)		C,T,P,G	1	0.5	18	0.98	0.95					India	36		0.4	40	5	<=1	<=1	<=3	<=0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
